	ORF	Metabolite
0	YKR009C	(R)-3-hydroxytetracosanoyl-CoA
0	YKR009C	trans-tetracos-2-enoyl-CoA
0	YKR009C	3-oxotetradecanoyl-CoA
0	YKR009C	3-oxohexacosanoyl-CoA
0	YKR009C	3-oxo-cis-tetradec-5-enoyl-CoA
0	YKR009C	trans-dodec-2-enoyl-CoA
0	YKR009C	3-oxo-cis-hexadec-7-enoyl-CoA
0	YKR009C	3-oxohexanoyl-CoA
0	YKR009C	3-oxotetracosanoyl-CoA
0	YKR009C	3-oxopalmitoyl-CoA
0	YKR009C	(S)-3-hydroxypalmitoyl-CoA
0	YKR009C	trans-dec-2-enoyl-CoA
0	YKR009C	hexadec-2-enoyl-CoA
0	YKR009C	3-oxo-cis-hexadec-9-enoyl-CoA
0	YKR009C	trans-2,cis-9-octadecadienoyl-CoA
0	YKR009C	3-oxo-cis-tetradec-7-enoyl-CoA
0	YKR009C	but-2-enoyl-CoA
0	YKR031C	phosphatidate (1-16:1, 2-16:1)
0	YKR031C	choline
0	YKR031C	H+
0	YKR031C	phosphatidylcholine (1-16:1, 2-16:1)
0	YKR031C	H2O
0	YKR031C	phosphatidate (1-16:0, 2-18:1)
0	YKR031C	phosphatidylcholine (1-16:0, 2-18:1)
0	YKR031C	phosphatidate (1-18:0, 2-18:1)
0	YKR031C	phosphatidylcholine (1-18:0, 2-18:1)
0	YKR031C	phosphatidate (1-18:1, 2-16:1)
0	YKR031C	phosphatidylcholine (1-18:1, 2-16:1)
0	YKR031C	phosphatidate (1-16:1, 2-18:1)
0	YKR031C	phosphatidylcholine (1-16:1, 2-18:1)
0	YKR031C	phosphatidate (1-18:1, 2-18:1)
0	YKR031C	phosphatidylcholine (1-18:1, 2-18:1)
0	YKR031C	phosphatidate (1-18:0, 2-16:1)
0	YKR031C	phosphatidylcholine (1-18:0, 2-16:1)
0	YKR031C	phosphatidate (1-16:0, 2-16:1)
0	YKR031C	phosphatidylcholine (1-16:0, 2-16:1)
0	YKR039W	L-asparagine
0	YKR039W	H+
0	YKR039W	L-proline
0	YKR039W	L-tyrosine
0	YKR039W	L-glutamine
0	YKR039W	L-valine
0	YKR039W	L-serine
0	YKR039W	L-tryptophan
0	YKR039W	L-phenylalanine
0	YKR039W	L-cysteine
0	YKR039W	L-leucine
0	YKR039W	ornithine
0	YKR039W	L-citrulline
0	YKR039W	L-isoleucine
0	YKR039W	L-histidine
0	YKR039W	L-arginine
0	YKR039W	L-methionine
0	YKR039W	L-glycine
0	YKR039W	L-aspartate
0	YKR039W	L-alanine
0	YKR039W	spermidine
0	YKR039W	L-threonine
0	YKR039W	L-lysine
0	YKR039W	L-glutamate
0	YKR043C	sedoheptulose 7-phosphate
0	YKR043C	phosphate
0	YKR043C	sedoheptulose 1,7-bisphosphate
0	YKR043C	H2O
0	YKR052C	iron(2+)
0	YKR053C	phytosphingosine
0	YKR053C	phosphate
0	YKR053C	phytosphingosine 1-phosphate
0	YKR053C	H2O
0	YKR053C	sphinganine
0	YKR053C	sphinganine 1-phosphate
0	YKR058W	H+
0	YKR058W	UDP
0	YKR058W	glycogen
0	YKR058W	UDP-D-glucose
0	YKR061W	GDP
0	YKR061W	alpha-D-mannosyl-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol
0	YKR061W	GDP-alpha-D-mannose
0	YKR061W	H+
0	YKR061W	beta-D-mannosyldiacetylchitobiosyldiphosphodolichol
0	YKR066C	H2O
0	YKR066C	ferricytochrome c
0	YKR066C	ferrocytochrome c
0	YKR066C	hydrogen peroxide
0	YKR067W	1-acyl-sn-glycerol 3-phosphate (18:0)
0	YKR067W	coenzyme A
0	YKR067W	glycerol 3-phosphate
0	YKR067W	H+
0	YKR067W	stearoyl-CoA
0	YKR067W	acylglycerone phosphate (18:1)
0	YKR067W	dihydroxyacetone phosphate
0	YKR067W	oleoyl-CoA
0	YKR067W	1-acyl-sn-glycerol 3-phosphate (16:1)
0	YKR067W	palmitoleoyl-CoA(4-)
0	YKR067W	1-acyl-sn-glycerol 3-phosphate (18:1)
0	YKR067W	acylglycerone phosphate (18:0)
0	YKR067W	acylglycerone phosphate (16:0)
0	YKR067W	palmitoyl-CoA
0	YKR067W	1-acyl-sn-glycerol 3-phosphate (16:0)
0	YKR067W	acylglycerone phosphate (16:1)
0	YKR069W	precorrin-2
0	YKR069W	S-adenosyl-L-homocysteine
0	YKR069W	H+
0	YKR069W	S-adenosyl-L-methionine
0	YKR069W	uroporphyrinogen III
0	YKR072C	carbon dioxide
0	YKR072C	pantetheine 4'-phosphate
0	YKR072C	N-[(R)-4-phosphonopantothenoyl]-L-cysteine
0	YKR072C	H+
0	YKR076W	glutathione disulfide
0	YKR076W	ascorbate
0	YKR076W	dehydroascorbate
0	YKR076W	glutathione
0	YKR076W	HX
0	YKR076W	R-S-glutathione
0	YKR076W	RX
0	YKR080W	5,10-methenyl-THF
0	YKR080W	NADH
0	YKR080W	NAD
0	YKR080W	5,10-methylenetetrahydrofolate
0	YKR089C	coenzyme A
0	YKR089C	phosphatidate (1-16:0, 2-18:1)
0	YKR089C	oleoyl-CoA
0	YKR089C	1-acyl-sn-glycerol 3-phosphate (16:0)
0	YKR089C	oleate
0	YKR089C	1-acylglycerophosphoethanolamine (18:0)
0	YKR089C	H+
0	YKR089C	phosphatidylethanolamine (1-18:0, 2-18:1)
0	YKR089C	H2O
0	YKR089C	1-acylglycerophosphocholine (16:1)
0	YKR089C	phosphatidylcholine (1-16:1, 2-18:1)
0	YKR089C	1-acylglycerophosphocholine (16:0)
0	YKR089C	palmitoleate
0	YKR089C	phosphatidylcholine (1-16:0, 2-16:1)
0	YKR089C	stearate
0	YKR089C	diglyceride (1-18:0, 2-18:1)
0	YKR089C	triglyceride (1-18:0, 2-18:1, 3-18:0)
0	YKR089C	1-acylglycerophosphoethanolamine (18:1)
0	YKR089C	phosphatidylethanolamine (1-18:1, 2-16:1)
0	YKR089C	diglyceride (1-18:0, 2-16:1)
0	YKR089C	palmitate
0	YKR089C	triglyceride (1-18:0, 2-16:1, 3-16:0)
0	YKR089C	triglyceride (1-18:0, 2-16:1, 3-18:1)
0	YKR089C	triglyceride (1-18:0, 2-16:1, 3-16:1)
0	YKR089C	diglyceride (1-18:1, 2-16:1)
0	YKR089C	triglyceride (1-18:1, 2-16:1, 3-18:1)
0	YKR089C	triglyceride (1-18:1, 2-16:1, 3-16:1)
0	YKR089C	diglyceride (1-16:1, 2-16:1)
0	YKR089C	triglyceride (1-16:1, 2-16:1, 3-16:0)
0	YKR089C	diglyceride (1-16:0, 2-16:1)
0	YKR089C	triglyceride (1-16:0, 2-16:1, 3-18:1)
0	YKR089C	1-acylglycerophosphocholine (18:0)
0	YKR089C	phosphatidylcholine (1-18:0, 2-16:1)
0	YKR089C	diglyceride (1-18:1, 2-18:1)
0	YKR089C	triglyceride (1-18:1, 2-18:1, 3-18:1)
0	YKR089C	diglyceride (1-16:1, 2-18:1)
0	YKR089C	triglyceride (1-16:1, 2-18:1, 3-18:0)
0	YKR089C	diglyceride (1-16:0, 2-18:1)
0	YKR089C	triglyceride (1-16:0, 2-18:1, 3-16:1)
0	YKR089C	phosphatidylethanolamine (1-18:1, 2-18:1)
0	YKR089C	triglyceride (1-16:1, 2-16:1, 3-18:0)
0	YKR089C	triglyceride (1-16:0, 2-18:1, 3-18:1)
0	YKR089C	triglyceride (1-16:0, 2-16:1, 3-18:0)
0	YKR089C	triglyceride (1-16:0, 2-16:1, 3-16:0)
0	YKR089C	triglyceride (1-18:0, 2-18:1, 3-16:1)
0	YKR089C	triglyceride (1-18:1, 2-18:1, 3-16:0)
0	YKR089C	1-acylglycerophosphocholine (18:1)
0	YKR089C	phosphatidylcholine (1-18:1, 2-18:1)
0	YKR089C	1-acylglycerophosphoethanolamine (16:1)
0	YKR089C	phosphatidylethanolamine (1-16:1, 2-18:1)
0	YKR089C	triglyceride (1-18:1, 2-18:1, 3-18:0)
0	YKR089C	triglyceride (1-18:1, 2-18:1, 3-16:1)
0	YKR089C	phosphatidylcholine (1-16:0, 2-18:1)
0	YKR089C	triglyceride (1-16:0, 2-18:1, 3-16:0)
0	YKR089C	phosphatidylethanolamine (1-16:1, 2-16:1)
0	YKR089C	phosphatidate (1-18:1, 2-18:1)
0	YKR089C	1-acyl-sn-glycerol 3-phosphate (18:1)
0	YKR089C	triglyceride (1-18:0, 2-18:1, 3-18:1)
0	YKR089C	triglyceride (1-18:0, 2-18:1, 3-16:0)
0	YKR089C	triglyceride (1-16:0, 2-16:1, 3-16:1)
0	YKR089C	triglyceride (1-16:1, 2-16:1, 3-18:1)
0	YKR089C	1-acylglycerophosphoethanolamine (16:0)
0	YKR089C	phosphatidylethanolamine (1-16:0, 2-16:1)
0	YKR089C	phosphatidate (1-18:0, 2-18:1)
0	YKR089C	1-acyl-sn-glycerol 3-phosphate (18:0)
0	YKR089C	triglyceride (1-18:1, 2-16:1, 3-16:0)
0	YKR089C	triglyceride (1-18:0, 2-16:1, 3-18:0)
0	YKR089C	phosphatidate (1-16:1, 2-18:1)
0	YKR089C	1-acyl-sn-glycerol 3-phosphate (16:1)
0	YKR089C	triglyceride (1-16:0, 2-18:1, 3-18:0)
0	YKR089C	phosphatidylcholine (1-16:1, 2-16:1)
0	YKR089C	triglyceride (1-18:1, 2-16:1, 3-18:0)
0	YKR089C	phosphatidylcholine (1-18:0, 2-18:1)
0	YKR089C	triglyceride (1-16:1, 2-16:1, 3-16:1)
0	YKR089C	phosphatidylcholine (1-18:1, 2-16:1)
0	YKR089C	triglyceride (1-16:1, 2-18:1, 3-18:1)
0	YKR089C	phosphatidylethanolamine (1-16:0, 2-18:1)
0	YKR089C	phosphatidylethanolamine (1-18:0, 2-16:1)
0	YKR089C	triglyceride (1-16:1, 2-18:1, 3-16:1)
0	YKR089C	triglyceride (1-16:1, 2-18:1, 3-16:0)
0	YKR093W	H+
0	YKR093W	Ala-Leu
0	YKR093W	Ala-Gln
0	YKR093W	Met-Ala
0	YKR093W	Gly-Met
0	YKR093W	Gly-Gln
0	YKR093W	Gly-Asn
0	YKR093W	Ala-Thr
0	YKR093W	Ala-Glu
0	YKR093W	Ala-Gly
0	YKR093W	Gly-Glu
0	YKR093W	Ala-Asp
0	YKR093W	Ala-His
0	YKR097W	ADP
0	YKR097W	carbon dioxide
0	YKR097W	phosphoenolpyruvate
0	YKR097W	oxaloacetate
0	YKR097W	ATP
0	YFL061W	Cyanamide
0	YFL061W	H2O
0	YFL061W	urea
0	YFL060C	pyridoxal 5'-phosphate
0	YFL060C	L-glutamate
0	YFL060C	H+
0	YFL060C	H2O
0	YFL060C	phosphate
0	YFL060C	aldehydo-D-ribose 5-phosphate
0	YFL060C	L-glutamine
0	YFL060C	glyceraldehyde 3-phosphate
0	YFL060C	ammonium
0	YFL059W	pyridoxal 5'-phosphate
0	YFL059W	H+
0	YFL059W	L-glutamate
0	YFL059W	H2O
0	YFL059W	phosphate
0	YFL059W	D-ribulose 5-phosphate
0	YFL059W	L-glutamine
0	YFL059W	glyceraldehyde 3-phosphate
0	YFL058W	phosphate
0	YFL058W	4-amino-5-hydroxymethyl-2-methylpyrimidine
0	YFL058W	glycolaldehyde
0	YFL058W	H+
0	YFL058W	5'-phosphoribosyl-5-aminoimidazole
0	YFL055W	L-glutamate
0	YFL055W	H+
0	YFL055W	L-serine
0	YFL055W	L-aspartate
0	YFL054C	glycerol
0	YFL053W	H+
0	YFL053W	dihydroxyacetone phosphate
0	YFL053W	ADP
0	YFL053W	glycerone
0	YFL053W	ATP
0	YFL045C	D-mannose 6-phosphate
0	YFL045C	D-mannose 1-phosphate
0	YFL030W	L-glycine
0	YFL030W	pyruvate
0	YFL030W	glyoxylate
0	YFL030W	L-alanine
0	YFL022C	AMP
0	YFL022C	Phe-tRNA(Phe)
0	YFL022C	diphosphate
0	YFL022C	L-phenylalanine
0	YFL022C	ATP
0	YFL022C	tRNA(Phe)
0	YFL018C	5,10-methylenetetrahydrofolate
0	YFL018C	ammonium
0	YFL018C	dihydrolipoamide
0	YFL018C	S(8)-aminomethyldihydrolipoamide
0	YFL018C	THF
0	YFL018C	carbon dioxide
0	YFL018C	NADH
0	YFL018C	acetyl-CoA
0	YFL018C	NAD
0	YFL018C	coenzyme A
0	YFL018C	pyruvate
0	YFL018C	H+
0	YFL018C	lipoylprotein
0	YFL018C	dihydrolipoylprotein
0	YFL018C	lipoamide
0	YFL018C	succinyl-CoA
0	YFL018C	S(8)-succinyldihydrolipoamide
0	YFL018C	S(8)-aminomethyldihydrolipoylprotein
0	YFL018C	L-glycine
0	YFL018C	5-formyltetrahydrofolic acid
0	YFL018C	H2O
0	YFL018C	5,10-methenyl-THF
0	YFL018C	2-oxoglutarate
0	YFL017C	N-acetyl-D-glucosamine 6-phosphate
0	YFL017C	H+
0	YFL017C	coenzyme A
0	YFL017C	alpha-D-glucosamine 6-phosphate
0	YFL017C	acetyl-CoA
0	YFL011W	L-sorbose
0	YFL011W	H+
0	YFL011W	D-galactose
0	YFL011W	D-fructose
0	YFL011W	D-mannose
0	YFL011W	D-glucose
0	YFL011W	D-tagatose
0	YFL001W	pseudouridine 5'-phosphate
0	YFL001W	H2O
0	YFL001W	ribose-5-phosphate
0	YFL001W	uracil
0	YFR015C	H+
0	YFR015C	UDP
0	YFR015C	glycogen
0	YFR015C	UDP-D-glucose
0	YFR019W	phosphate
0	YFR019W	H+
0	YFR019W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)
0	YFR019W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)
0	YFR019W	H2O
0	YFR019W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)
0	YFR019W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)
0	YFR019W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)
0	YFR019W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)
0	YFR019W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)
0	YFR019W	ADP
0	YFR019W	ATP
0	YFR019W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)
0	YFR019W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)
0	YFR019W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)
0	YFR019W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)
0	YFR019W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)
0	YFR019W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1)
0	YFR019W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)
0	YFR019W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)
0	YFR019W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)
0	YFR021W	H+
0	YFR021W	phosphate
0	YFR021W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)
0	YFR021W	H2O
0	YFR021W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)
0	YFR021W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)
0	YFR021W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)
0	YFR021W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)
0	YFR021W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)
0	YFR021W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)
0	YFR021W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)
0	YFR021W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)
0	YFR021W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1)
0	YFR021W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)
0	YFR021W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)
0	YFR021W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)
0	YFR021W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)
0	YFR021W	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)
0	YFR021W	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)
0	YFR025C	phosphate
0	YFR025C	L-histidinol
0	YFR025C	L-histidinol phosphate
0	YFR025C	H2O
0	YFR030W	H2O
0	YFR030W	hydrogen sulfide
0	YFR030W	NADP(+)
0	YFR030W	NADPH
0	YFR030W	sulphite
0	YFR030W	H+
0	YFR033C	ubiquinone-6
0	YFR033C	H+
0	YFR033C	ferrocytochrome c
0	YFR033C	ubiquinol-6
0	YFR033C	ferricytochrome c
0	YFR044C	L-glycine
0	YFR044C	S-Substituted L-cysteine
0	YFR044C	H2O
0	YFR044C	R-S-Cysteinylglycine
0	YFR044C	L-cysteine
0	YFR044C	L-cysteinylglycine
0	YFR047C	nicotinic acid D-ribonucleotide
0	YFR047C	carbon dioxide
0	YFR047C	diphosphate
0	YFR047C	quinolinate
0	YFR047C	PRPP
0	YFR047C	H+
0	YFR049W	succinyl-CoA
0	YFR049W	dihydrolipoamide
0	YFR049W	S(8)-succinyldihydrolipoamide
0	YFR049W	coenzyme A
0	YFR049W	carbon dioxide
0	YFR049W	H+
0	YFR049W	2-oxoglutarate
0	YFR049W	lipoamide
0	YFR053C	ADP
0	YFR053C	D-fructose 6-phosphate
0	YFR053C	H+
0	YFR053C	ATP
0	YFR053C	D-fructose
0	YFR053C	D-glucose 6-phosphate
0	YFR053C	D-glucose
0	YFR053C	D-mannose 6-phosphate
0	YFR053C	D-mannose
0	YFR055W	ammonium
0	YFR055W	L-homocysteine
0	YFR055W	pyruvate
0	YFR055W	L-cystathionine
0	YFR055W	H2O
0	YFR055W	hydrogen sulfide
0	YFR055W	L-cysteine
0	YHR039C-A	H+
0	YHR039C-A	phosphate
0	YHR039C-A	ADP
0	YHR039C-A	H2O
0	YHR039C-A	ATP
0	YEL017C-A	H+
0	YEL017C-A	ADP
0	YEL017C-A	phosphate
0	YEL017C-A	ATP
0	YEL017C-A	H2O
0	YDL004W	H+
0	YDL004W	H2O
0	YDL004W	ATP
0	YDL004W	phosphate
0	YDL004W	ADP
0	YDL015C	NADP(+)
0	YDL015C	icosanoyl-CoA
0	YDL015C	NADPH
0	YDL015C	trans-icos-2-enoyl-CoA
0	YDL015C	H+
0	YDL015C	myristoyl-CoA
0	YDL015C	trans-tetradec-2-enoyl-CoA
0	YDL015C	hexacosanoyl-CoA
0	YDL015C	trans-hexacos-2-enoyl-CoA
0	YDL015C	docosanoyl-CoA
0	YDL015C	trans-docos-2-enoyl-CoA
0	YDL015C	tetracosanoyl-CoA
0	YDL015C	trans-tetracos-2-enoyl-CoA
0	YDL015C	stearoyl-CoA
0	YDL015C	trans-octadec-2-enoyl-CoA
0	YDL015C	palmitoyl-CoA
0	YDL015C	trans-hexadec-2-enoyl-CoA
0	YDL022W	NAD
0	YDL022W	glycerol 3-phosphate
0	YDL022W	dihydroxyacetone phosphate
0	YDL022W	H+
0	YDL022W	NADH
0	YDL024C	phosphate
0	YDL024C	thiamine
0	YDL024C	TMP
0	YDL024C	H2O
0	YDL024C	riboflavin
0	YDL024C	FMN
0	YDL040C	coenzyme A
0	YDL040C	O-acetyl-L-serine
0	YDL040C	L-serine
0	YDL040C	acetyl-CoA
0	YDL042C	ADP-ribose
0	YDL042C	H+
0	YDL042C	nicotinamide
0	YDL042C	H2O
0	YDL042C	NAD
0	YDL045C	FAD
0	YDL045C	diphosphate
0	YDL045C	FMN
0	YDL045C	H+
0	YDL045C	ATP
0	YDL052C	coenzyme A
0	YDL052C	phosphatidate (1-18:0, 2-18:1)
0	YDL052C	oleoyl-CoA
0	YDL052C	1-acyl-sn-glycerol 3-phosphate (18:0)
0	YDL052C	phosphatidate (1-16:1, 2-18:1)
0	YDL052C	1-acyl-sn-glycerol 3-phosphate (16:1)
0	YDL052C	phosphatidate (1-16:0, 2-18:1)
0	YDL052C	1-acyl-sn-glycerol 3-phosphate (16:0)
0	YDL052C	phosphatidate (1-18:1, 2-18:1)
0	YDL052C	1-acyl-sn-glycerol 3-phosphate (18:1)
0	YDL055C	GDP-alpha-D-mannose
0	YDL055C	diphosphate
0	YDL055C	GTP
0	YDL055C	H+
0	YDL055C	D-mannose 1-phosphate
0	YDL066W	carbon dioxide
0	YDL066W	NADPH
0	YDL066W	2-oxoglutarate
0	YDL066W	isocitrate
0	YDL066W	NADP(+)
0	YDL067C	H2O
0	YDL067C	H+
0	YDL067C	ferricytochrome c
0	YDL067C	oxygen
0	YDL067C	ferrocytochrome c
0	YDL078C	H+
0	YDL078C	NADH
0	YDL078C	oxaloacetate
0	YDL078C	NAD
0	YDL078C	(S)-malate
0	YDL080C	3-methylbutanal
0	YDL080C	carbon dioxide
0	YDL080C	H+
0	YDL080C	4-methyl-2-oxopentanoate
0	YDL080C	2-methylbutanal
0	YDL080C	(S)-3-methyl-2-oxopentanoate
0	YDL085W	ubiquinol-6
0	YDL085W	NAD
0	YDL085W	NADH
0	YDL085W	H+
0	YDL085W	ubiquinone-6
0	YDL090C	nonaprenyl 4-hydroxybenzoate
0	YDL090C	diphosphate
0	YDL090C	4-hydroxybenzoate
0	YDL090C	nonaprenyl diphosphate
0	YDL093W	mannan
0	YDL093W	dolichyl phosphate
0	YDL093W	dolichyl D-mannosyl phosphate
0	YDL095W	mannan
0	YDL095W	dolichyl phosphate
0	YDL095W	dolichyl D-mannosyl phosphate
0	YDL100C	phosphate
0	YDL100C	7,8-dihydroneopterin
0	YDL100C	H2O
0	YDL100C	7,8-dihydroneopterin 3'-phosphate
0	YDL103C	UDP-N-acetyl-alpha-D-glucosamine
0	YDL103C	diphosphate
0	YDL103C	H+
0	YDL103C	N-acetyl-alpha-D-glucosamine 1-phosphate
0	YDL103C	UTP
0	YDL120W	iron(3+)
0	YDL120W	H2O
0	YDL120W	iron(2+)
0	YDL120W	oxygen
0	YDL120W	H+
0	YDL131W	H+
0	YDL131W	coenzyme A
0	YDL131W	homocitrate
0	YDL131W	2-oxoglutarate
0	YDL131W	H2O
0	YDL131W	acetyl-CoA
0	YDL141W	malonyl-CoA
0	YDL141W	H+
0	YDL141W	ADP
0	YDL141W	phosphate
0	YDL141W	acetyl-CoA
0	YDL141W	bicarbonate
0	YDL141W	ATP
0	YDL141W	diphosphate
0	YDL141W	biotinyl-5'-AMP
0	YDL141W	biotin
0	YDL142C	CMP
0	YDL142C	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1)
0	YDL142C	H+
0	YDL142C	phosphatidylglycerol (1-16:0, 2-18:1)
0	YDL142C	CDP-diacylglycerol (1-18:1, 2-16:1)
0	YDL142C	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1)
0	YDL142C	CDP-diacylglycerol (1-16:1, 2-18:1)
0	YDL142C	phosphatidylglycerol (1-16:1, 2-18:1)
0	YDL142C	cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1)
0	YDL142C	CDP-diacylglycerol (1-16:0, 2-16:1)
0	YDL142C	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1)
0	YDL142C	CDP-diacylglycerol (1-18:0, 2-16:1)
0	YDL142C	phosphatidylglycerol (1-16:1, 2-16:1)
0	YDL142C	cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1)
0	YDL142C	phosphatidylglycerol (1-18:1, 2-16:1)
0	YDL142C	CDP-diacylglycerol (1-16:1, 2-16:1)
0	YDL142C	cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-16:1)
0	YDL142C	phosphatidylglycerol (1-16:0, 2-16:1)
0	YDL142C	CDP-diacylglycerol (1-16:0, 2-18:1)
0	YDL142C	cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-18:1)
0	YDL142C	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1)
0	YDL142C	cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-16:1)
0	YDL142C	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1)
0	YDL142C	cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-18:1)
0	YDL142C	cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1)
0	YDL142C	phosphatidylglycerol (1-18:0, 2-16:1)
0	YDL142C	cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-16:1)
0	YDL142C	cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1)
0	YDL142C	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-16:1)
0	YDL142C	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1)
0	YDL142C	cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1)
0	YDL142C	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1)
0	YDL142C	cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-16:1)
0	YDL142C	cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1)
0	YDL142C	cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-16:1)
0	YDL142C	cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1)
0	YDL142C	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-16:1)
0	YDL142C	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1)
0	YDL142C	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1)
0	YDL142C	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1)
0	YDL142C	cardiolipin (1-18:0, 2-16:1, 3-18:0, 4-16:1)
0	YDL142C	cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-18:1)
0	YDL142C	cardiolipin (1-16:0, 2-18:1, 3-18:0, 4-16:1)
0	YDL142C	cardiolipin (1-16:0, 2-16:1, 3-18:0, 4-16:1)
0	YDL142C	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1)
0	YDL142C	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-16:1)
0	YDL142C	cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1)
0	YDL142C	cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1)
0	YDL142C	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1)
0	YDL142C	cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-18:1)
0	YDL166C	ADP
0	YDL166C	ATP
0	YDL166C	AMP
0	YDL166C	dADP
0	YDL166C	dAMP
0	YDL168W	tryptophol
0	YDL168W	NAD
0	YDL168W	NADH
0	YDL168W	H+
0	YDL168W	indol-3-ylacetaldehyde
0	YDL168W	S-formylglutathione
0	YDL168W	formaldehyde
0	YDL168W	glutathione
0	YDL168W	methionol
0	YDL168W	methional
0	YDL168W	isobutanol
0	YDL168W	isobutyraldehyde
0	YDL168W	propanol
0	YDL168W	propanal
0	YDL168W	isoamylol
0	YDL168W	3-methylbutanal
0	YDL168W	2-phenylethanol
0	YDL168W	phenylacetaldehyde
0	YDL168W	tyrosol
0	YDL168W	(4-hydroxyphenyl)acetaldehyde
0	YDL168W	2-methylbutanol
0	YDL168W	2-methylbutanal
0	YDL171C	L-glutamate
0	YDL171C	NAD
0	YDL171C	L-glutamine
