	ORF	Metabolite
0	YGL256W	methionol
0	YGL256W	methional
0	YGL256W	tyrosol
0	YGL256W	(4-hydroxyphenyl)acetaldehyde
0	YGR007W	CDP-ethanolamine
0	YGR007W	diphosphate
0	YGR007W	O-phosphoethanolamine
0	YGR007W	H+
0	YGR007W	CTP
0	YGR010W	diphosphate
0	YGR010W	deamido-NAD(+)
0	YGR010W	ATP
0	YGR010W	H+
0	YGR010W	nicotinic acid D-ribonucleotide
0	YGR010W	NAD
0	YGR010W	NMN
0	YGR012W	L-cysteine
0	YGR012W	acetate
0	YGR012W	hydrogen sulfide
0	YGR012W	O-acetyl-L-serine
0	YGR015C	ethyl acetate
0	YGR015C	coenzyme A
0	YGR015C	acetyl-CoA
0	YGR015C	ethanol
0	YGR015C	propyl acetate
0	YGR015C	propanol
0	YGR015C	tyrosyl acetate
0	YGR015C	tyrosol
0	YGR015C	hexyl acetate
0	YGR015C	hexanol
0	YGR015C	methionyl acetate
0	YGR015C	methionol
0	YGR019W	L-glutamate
0	YGR019W	succinic semialdehyde
0	YGR019W	gamma-aminobutyrate
0	YGR019W	2-oxoglutarate
0	YGR020C	H+
0	YGR020C	phosphate
0	YGR020C	ADP
0	YGR020C	H2O
0	YGR020C	ATP
0	YGR032W	H+
0	YGR032W	UDP
0	YGR032W	(1->3)-beta-D-glucan
0	YGR032W	UDP-D-glucose
0	YGR036C	dolichyl phosphate
0	YGR036C	phosphate
0	YGR036C	H+
0	YGR036C	H2O
0	YGR036C	Dolichyl diphosphate
0	YGR038W	carbon dioxide
0	YGR038W	coenzyme A
0	YGR038W	3-ketosphinganine
0	YGR038W	palmitoyl-CoA
0	YGR038W	H+
0	YGR038W	L-serine
0	YGR043C	D-fructose 6-phosphate
0	YGR043C	D-erythrose 4-phosphate
0	YGR043C	sedoheptulose 7-phosphate
0	YGR043C	glyceraldehyde 3-phosphate
0	YGR046W	diphosphate
0	YGR046W	CDP-diacylglycerol
0	YGR046W	phosphatidate
0	YGR046W	CTP
0	YGR046W	H+
0	YGR055W	L-methionine
0	YGR055W	H+
0	YGR060W	H2O
0	YGR060W	NADP(+)
0	YGR060W	zymosterol intermediate 1c
0	YGR060W	oxygen
0	YGR060W	zymosterol intermediate 1b
0	YGR060W	NADPH
0	YGR060W	4beta-methylzymosterol-4alpha-carboxylic acid
0	YGR060W	Ferricytochrome b5
0	YGR060W	H+
0	YGR060W	Ferrocytochrome b5
0	YGR060W	14-demethyllanosterol
0	YGR060W	zymosterol intermediate 1a
0	YGR060W	4alpha-methylzymosterol
0	YGR061C	phosphate
0	YGR061C	L-glutamate
0	YGR061C	5'-phosphoribosyl-N-formylglycineamidine
0	YGR061C	H+
0	YGR061C	ADP
0	YGR061C	ATP
0	YGR061C	L-glutamine
0	YGR061C	H2O
0	YGR061C	5'-phosphoribosyl-N-formylglycineamide
0	YGR062C	H2O
0	YGR062C	H+
0	YGR062C	ferricytochrome c
0	YGR062C	oxygen
0	YGR062C	ferrocytochrome c
0	YGR065C	biotin
0	YGR065C	H+
0	YGR087C	propanal
0	YGR087C	carbon dioxide
0	YGR087C	H+
0	YGR087C	2-oxobutanoate
0	YGR087C	(R)-acetoin
0	YGR087C	acetaldehyde
0	YGR087C	pyruvate
0	YGR087C	isobutyraldehyde
0	YGR087C	3-methyl-2-oxobutanoate
0	YGR087C	(4-hydroxyphenyl)acetaldehyde
0	YGR087C	3-(4-hydroxyphenyl)pyruvate
0	YGR087C	2-methylbutanal
0	YGR087C	(S)-3-methyl-2-oxopentanoate
0	YGR087C	indol-3-ylacetaldehyde
0	YGR087C	indole-3-pyruvate
0	YGR088W	oxygen
0	YGR088W	H2O
0	YGR088W	hydrogen peroxide
0	YGR094W	diphosphate
0	YGR094W	Val-tRNA(Val)
0	YGR094W	AMP
0	YGR094W	L-valine
0	YGR094W	ATP
0	YGR094W	tRNA(Val)
0	YGR096W	TDP
0	YGR106C	H+
0	YGR106C	phosphate
0	YGR106C	ADP
0	YGR106C	H2O
0	YGR106C	ATP
0	YGR110W	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)
0	YGR110W	H+
0	YGR110W	palmitate
0	YGR110W	cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1)
0	YGR110W	H2O
0	YGR110W	monolysocardiolipin (1-16:0, 2-16:1, 4-16:1)
0	YGR110W	cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-16:1)
0	YGR110W	stearate
0	YGR110W	monolysocardiolipin (1-18:1, 2-16:1, 4-16:1)
0	YGR110W	cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1)
0	YGR110W	monolysocardiolipin (2-16:1, 3-16:0, 4-16:1)
0	YGR110W	cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-16:1)
0	YGR110W	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1)
0	YGR110W	cardiolipin (1-16:0, 2-18:1, 3-18:0, 4-16:1)
0	YGR110W	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1)
0	YGR110W	cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-16:1)
0	YGR110W	monolysocardiolipin (1-16:0, 2-18:1, 4-16:1)
0	YGR110W	cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-16:1)
0	YGR110W	monolysocardiolipin (1-16:1, 2-18:1, 4-18:1)
0	YGR110W	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1)
0	YGR110W	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)
0	YGR110W	cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-16:1)
0	YGR110W	monolysocardiolipin (1-16:1, 2-16:1, 4-16:1)
0	YGR110W	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-16:1)
0	YGR110W	monolysocardiolipin (1-16:1, 2-18:1, 4-16:1)
0	YGR110W	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1)
0	YGR110W	cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1)
0	YGR110W	monolysocardiolipin (1-16:0, 2-18:1, 4-18:1)
0	YGR110W	cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-18:1)
0	YGR110W	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1)
0	YGR110W	cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-18:1)
0	YGR110W	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1)
0	YGR110W	cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-18:1)
0	YGR110W	monolysocardiolipin (1-16:1, 2-16:1, 4-18:1)
0	YGR110W	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1)
0	YGR110W	monolysocardiolipin (2-18:1, 3-16:1, 4-18:1)
0	YGR110W	cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-18:1)
0	YGR110W	cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1)
0	YGR110W	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)
0	YGR110W	monolysocardiolipin (1-18:0, 2-16:1, 4-18:1)
0	YGR110W	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1)
0	YGR110W	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1)
0	YGR110W	cardiolipin (1-16:0, 2-16:1, 3-18:0, 4-16:1)
0	YGR110W	monolysocardiolipin (2-16:1, 3-18:1, 4-16:1)
0	YGR110W	cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1)
0	YGR110W	cardiolipin (1-18:0, 2-16:1, 3-18:0, 4-16:1)
0	YGR110W	monolysocardiolipin (1-18:1, 2-16:1, 4-18:1)
0	YGR110W	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1)
0	YGR110W	monolysocardiolipin (1-16:0, 2-16:1, 4-18:1)
0	YGR110W	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-16:1)
0	YGR110W	cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1)
0	YGR110W	monolysocardiolipin (1-18:0, 2-16:1, 4-16:1)
0	YGR110W	monolysocardiolipin (2-16:1, 3-16:1, 4-16:1)
0	YGR110W	cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1)
0	YGR110W	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1)
0	YGR121C	ammonium
0	YGR124W	AMP
0	YGR124W	diphosphate
0	YGR124W	H+
0	YGR124W	L-asparagine
0	YGR124W	L-glutamate
0	YGR124W	L-aspartate
0	YGR124W	L-glutamine
0	YGR124W	ATP
0	YGR124W	H2O
0	YGR138C	spermine
0	YGR138C	H+
0	YGR143W	H+
0	YGR143W	(1->6)-beta-D-glucan
0	YGR143W	UDP
0	YGR143W	UDP-D-glucose
0	YGR144W	H2O
0	YGR144W	ADP-5-ethyl-4-methylthiazole-2-carboxylate
0	YGR144W	nicotinamide
0	YGR144W	NAD
0	YGR144W	L-glycine
0	YGR144W	Sulfur donor
0	YGR154C	R-S-glutathione
0	YGR154C	HX
0	YGR154C	glutathione
0	YGR154C	RX
0	YGR154C	ascorbate
0	YGR154C	glutathione disulfide
0	YGR154C	dehydroascorbate
0	YGR155W	L-cystathionine
0	YGR155W	H2O
0	YGR155W	L-homocysteine
0	YGR155W	L-serine
0	YGR157W	H+
0	YGR157W	phosphatidyl-N-methylethanolamine (1-18:0, 2-16:1)
0	YGR157W	S-adenosyl-L-homocysteine
0	YGR157W	phosphatidylethanolamine (1-18:0, 2-16:1)
0	YGR157W	S-adenosyl-L-methionine
0	YGR157W	phosphatidyl-N-methylethanolamine (1-16:1, 2-18:1)
0	YGR157W	phosphatidylethanolamine (1-16:1, 2-18:1)
0	YGR157W	phosphatidyl-N-methylethanolamine (1-18:0, 2-18:1)
0	YGR157W	phosphatidylethanolamine (1-18:0, 2-18:1)
0	YGR157W	phosphatidyl-N-methylethanolamine (1-16:0, 2-16:1)
0	YGR157W	phosphatidylethanolamine (1-16:0, 2-16:1)
0	YGR157W	phosphatidyl-N-methylethanolamine (1-16:1, 2-16:1)
0	YGR157W	phosphatidylethanolamine (1-16:1, 2-16:1)
0	YGR157W	phosphatidyl-N-methylethanolamine (1-16:0, 2-18:1)
0	YGR157W	phosphatidylethanolamine (1-16:0, 2-18:1)
0	YGR157W	phosphatidyl-N-methylethanolamine (1-18:1, 2-16:1)
0	YGR157W	phosphatidylethanolamine (1-18:1, 2-16:1)
0	YGR157W	phosphatidyl-N-methylethanolamine (1-18:1, 2-18:1)
0	YGR157W	phosphatidylethanolamine (1-18:1, 2-18:1)
0	YGR170W	phosphatidylethanolamine (1-18:0, 2-18:1)
0	YGR170W	carbon dioxide
0	YGR170W	phosphatidyl-L-serine (1-18:0, 2-18:1)
0	YGR170W	phosphatidylethanolamine (1-16:0, 2-18:1)
0	YGR170W	phosphatidyl-L-serine (1-16:0, 2-18:1)
0	YGR170W	phosphatidylethanolamine (1-18:0, 2-16:1)
0	YGR170W	phosphatidyl-L-serine (1-18:0, 2-16:1)
0	YGR170W	phosphatidylethanolamine (1-16:1, 2-16:1)
0	YGR170W	phosphatidyl-L-serine (1-16:1, 2-16:1)
0	YGR170W	phosphatidylethanolamine (1-16:0, 2-16:1)
0	YGR170W	phosphatidyl-L-serine (1-16:0, 2-16:1)
0	YGR170W	phosphatidylethanolamine (1-18:1, 2-16:1)
0	YGR170W	phosphatidyl-L-serine (1-18:1, 2-16:1)
0	YGR170W	phosphatidylethanolamine (1-16:1, 2-18:1)
0	YGR170W	phosphatidyl-L-serine (1-16:1, 2-18:1)
0	YGR170W	phosphatidylethanolamine (1-18:1, 2-18:1)
0	YGR170W	phosphatidyl-L-serine (1-18:1, 2-18:1)
0	YGR171C	Met-tRNA(Met)
0	YGR171C	diphosphate
0	YGR171C	AMP
0	YGR171C	L-methionine
0	YGR171C	ATP
0	YGR171C	tRNA(Met)
0	YGR175C	H2O
0	YGR175C	NAD
0	YGR175C	(S)-2,3-epoxysqualene
0	YGR175C	squalene
0	YGR175C	H+
0	YGR175C	oxygen
0	YGR175C	NADH
0	YGR175C	NADP(+)
0	YGR175C	NADPH
0	YGR177C	coenzyme A
0	YGR177C	tyrosyl acetate
0	YGR177C	tyrosol
0	YGR177C	acetyl-CoA
0	YGR177C	isoamyl acetate
0	YGR177C	isoamylol
0	YGR177C	hexyl acetate
0	YGR177C	hexanol
0	YGR177C	isobutyl acetate
0	YGR177C	isobutanol
0	YGR177C	2-methylbutyl acetate
0	YGR177C	2-methylbutanol
0	YGR177C	methionyl acetate
0	YGR177C	methionol
0	YGR177C	ethyl acetate
0	YGR177C	ethanol
0	YGR177C	phenethyl acetate
0	YGR177C	2-phenylethanol
0	YGR177C	propyl acetate
0	YGR177C	propanol
0	YGR180C	H2O
0	YGR180C	dGDP
0	YGR180C	TRX1 disulphide
0	YGR180C	GDP
0	YGR180C	TRX1
0	YGR180C	H+
0	YGR180C	dCDP
0	YGR180C	CDP
0	YGR180C	dADP
0	YGR180C	ADP
0	YGR183C	ubiquinone-6
0	YGR183C	H+
0	YGR183C	ferrocytochrome c
0	YGR183C	ubiquinol-6
0	YGR183C	ferricytochrome c
0	YGR185C	diphosphate
0	YGR185C	Tyr-tRNA(Tyr)
0	YGR185C	AMP
0	YGR185C	ATP
0	YGR185C	L-tyrosine
0	YGR185C	tRNA(Tyr)
0	YGR191W	H+
0	YGR191W	L-histidine
0	YGR191W	Mg(2+)
0	YGR192C	NADH
0	YGR192C	H+
0	YGR192C	1,3-bisphospho-D-glycerate
0	YGR192C	phosphate
0	YGR192C	glyceraldehyde 3-phosphate
0	YGR192C	NAD
0	YGR193C	carbon dioxide
0	YGR193C	NADH
0	YGR193C	acetyl-CoA
0	YGR193C	NAD
0	YGR193C	coenzyme A
0	YGR193C	pyruvate
0	YGR194C	D-xylulose 5-phosphate
0	YGR194C	H+
0	YGR194C	ADP
0	YGR194C	ATP
0	YGR194C	D-xylulose
0	YGR202C	CDP-choline
0	YGR202C	diphosphate
0	YGR202C	H+
0	YGR202C	choline phosphate
0	YGR202C	CTP
0	YGR204W	ADP
0	YGR204W	10-formyl-THF
0	YGR204W	phosphate
0	YGR204W	THF
0	YGR204W	ATP
0	YGR204W	formate
0	YGR204W	H+
0	YGR204W	5,10-methenyl-THF
0	YGR204W	H2O
0	YGR204W	NADPH
0	YGR204W	5,10-methylenetetrahydrofolate
0	YGR204W	NADP(+)
0	YGR208W	L-serine
0	YGR208W	phosphate
0	YGR208W	3-phospho-serine
0	YGR208W	H2O
0	YGR209C	H2O
0	YGR209C	TRX1 disulphide
0	YGR209C	H+
0	YGR209C	hydrogen peroxide
0	YGR209C	TRX1
0	YGR209C	dCTP
0	YGR209C	CTP
0	YGR209C	NADP(+)
0	YGR209C	NADPH
0	YGR209C	adenosine 3',5'-bismonophosphate
0	YGR209C	sulphite
0	YGR209C	3'-phospho-5'-adenylyl sulfate
0	YGR209C	dATP
0	YGR209C	ATP
0	YGR209C	dGTP
0	YGR209C	GTP
0	YGR209C	dUTP
0	YGR209C	UTP
0	YGR216C	H+
0	YGR216C	G00143
0	YGR216C	UDP
0	YGR216C	1-phosphatidyl-1D-myo-inositol
0	YGR216C	UDP-N-acetyl-alpha-D-glucosamine
0	YGR227W	dolichyl phosphate
0	YGR227W	G00008
0	YGR227W	Dolichyl beta-D-glucosyl phosphate
0	YGR227W	G10599
0	YGR227W	H+
0	YGR234W	H+
0	YGR234W	nitrate
0	YGR234W	NAD
0	YGR234W	nitric oxide
0	YGR234W	oxygen
0	YGR234W	NADH
0	YGR234W	NADP(+)
0	YGR234W	NADPH
0	YGR240C	ADP
0	YGR240C	D-fructose 1,6-bisphosphate
0	YGR240C	H+
0	YGR240C	D-fructose 6-phosphate
0	YGR240C	ATP
0	YGR240C	sedoheptulose 1,7-bisphosphate
0	YGR240C	sedoheptulose 7-phosphate
0	YGR243W	pyruvate
0	YGR243W	H+
0	YGR244C	phosphate
0	YGR244C	ADP
0	YGR244C	itaconyl-CoA
0	YGR244C	coenzyme A
0	YGR244C	itaconate
0	YGR244C	ATP
0	YGR244C	succinate
0	YGR244C	succinyl-CoA
0	YGR247W	H+
0	YGR247W	guanosine 2'-monophosphate
0	YGR247W	H2O
0	YGR247W	2',3'-cyclic GMP
0	YGR247W	adenosine 2'-phosphate
0	YGR247W	2',3'-cyclic AMP
0	YGR247W	cytidine 2'-phosphate
0	YGR247W	2',3'-cyclic CMP
0	YGR247W	uridine 2'-phosphate
0	YGR247W	2',3'-cyclic UMP
0	YGR248W	6-phospho-D-gluconate
0	YGR248W	H+
0	YGR248W	6-O-phosphono-D-glucono-1,5-lactone
0	YGR248W	H2O
0	YGR254W	phosphoenolpyruvate
0	YGR254W	H2O
0	YGR254W	2-phospho-D-glyceric acid
0	YGR255C	2-hexaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone
0	YGR255C	NAD
0	YGR255C	H2O
0	YGR255C	NADH
0	YGR255C	2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone
0	YGR255C	H+
0	YGR255C	oxygen
0	YGR255C	2-hexaprenyl-6-methoxy-1,4-benzoquinone
0	YGR255C	2-hexaprenyl-6-methoxyphenol
0	YGR255C	S-adenosyl-L-homocysteine
0	YGR255C	S-adenosyl-L-methionine
0	YGR255C	ubiquinol-6
0	YGR255C	3-hexaprenyl-4-hydroxy-5-methoxybenzoic acid
0	YGR255C	3-hexaprenyl-4,5-dihydroxybenzoic acid
0	YGR256W	D-ribulose 5-phosphate
0	YGR256W	carbon dioxide
0	YGR256W	NADPH
0	YGR256W	6-phospho-D-gluconate
0	YGR256W	NADP(+)
0	YGR260W	nicotinate
0	YGR264C	diphosphate
0	YGR264C	Met-tRNA(Met)
0	YGR264C	AMP
0	YGR264C	tRNA(Met)
0	YGR264C	L-methionine
0	YGR264C	ATP
0	YGR267C	formate
0	YGR267C	H+
0	YGR267C	7,8-dihydroneopterin 3'-triphosphate
0	YGR267C	GTP
0	YGR267C	H2O
0	YGR277C	diphosphate
0	YGR277C	3'-dephospho-CoA
0	YGR277C	pantetheine 4'-phosphate
0	YGR277C	ATP
0	YGR277C	H+
0	YGR282C	D-glucose
0	YGR282C	H2O
0	YGR282C	(1->3)-beta-D-glucan
0	YGR286C	biotin
0	YGR286C	H+
0	YGR286C	dethiobiotin
0	YGR286C	polysulphur
0	YGR287C	D-glucose
0	YGR287C	maltose
0	YGR287C	H2O
0	YGR289C	H+
0	YGR289C	maltose
0	YGR289C	trehalose
0	YGR292W	D-fructose
0	YGR292W	D-glucose
0	YGR292W	H2O
0	YGR292W	turanose
0	YGR292W	maltose
0	YGR292W	alpha-maltotriose
0	YHR001W-A	ubiquinone-6
0	YHR001W-A	H+
0	YHR001W-A	ferrocytochrome c
0	YHR001W-A	ubiquinol-6
0	YHR001W-A	ferricytochrome c
0	YJL003W	H2O
0	YJL003W	H+
0	YJL003W	ferricytochrome c
0	YJL003W	oxygen
0	YJL003W	ferrocytochrome c
0	YJL005W	3',5'-cyclic AMP
0	YJL005W	diphosphate
0	YJL005W	ATP
0	YJL026W	H2O
0	YJL026W	dGDP
0	YJL026W	TRX1 disulphide
0	YJL026W	GDP
0	YJL026W	TRX1
0	YJL026W	H+
0	YJL026W	dADP
0	YJL026W	ADP
0	YJL026W	dCDP
0	YJL026W	CDP
0	YJL045W	fumarate
0	YJL045W	ubiquinol-6
0	YJL045W	ubiquinone-6
0	YJL045W	succinate
0	YJL046W	diphosphate
0	YJL046W	AMP
0	YJL046W	Protein N6-(lipoyl)lysine
0	YJL046W	ATP
0	YJL046W	Apoprotein
0	YJL046W	(R)-Lipoate
0	YJL046W	Lipoyl-AMP
0	YJL046W	H+
0	YJL052W	NADH
0	YJL052W	H+
0	YJL052W	1,3-bisphospho-D-glycerate
0	YJL052W	phosphate
0	YJL052W	glyceraldehyde 3-phosphate
0	YJL052W	NAD
0	YJL060W	kynurenic acid
0	YJL060W	H2O
0	YJL060W	L-alanine
0	YJL060W	pyruvate
0	YJL060W	L-kynurenine
0	YJL060W	2-oxoglutarate
0	YJL060W	L-2-aminoadipate
0	YJL060W	L-glutamate
0	YJL060W	2-oxoadipic acid
0	YJL068C	glutathione
0	YJL068C	formate
0	YJL068C	H+
0	YJL068C	S-formylglutathione
0	YJL068C	H2O
0	YJL071W	coenzyme A
0	YJL071W	H+
0	YJL071W	N-acetyl-L-glutamate
0	YJL071W	L-glutamate
0	YJL071W	acetyl-CoA
0	YJL088W	phosphate
0	YJL088W	H+
0	YJL088W	L-citrulline
0	YJL088W	ornithine
0	YJL088W	carbamoyl phosphate
0	YJL091C	6-(alpha-D-glucosaminyl)-O-acyl-1-phosphatidyl-1D-myo-inositol
0	YJL091C	coenzyme A
0	YJL091C	palmitoyl-CoA
0	YJL091C	6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol
0	YJL097W	trans-tetracos-2-enoyl-CoA
0	YJL097W	H2O
0	YJL097W	3-hydroxytetracosanoyl-CoA
0	YJL097W	trans-docos-2-enoyl-CoA
0	YJL097W	3-hydroxydocosanoyl-CoA
0	YJL097W	trans-hexadec-2-enoyl-CoA
0	YJL097W	(S)-3-hydroxypalmitoyl-CoA
0	YJL097W	trans-octadec-2-enoyl-CoA
0	YJL097W	3-hydroxyoctadecanoyl-CoA
0	YJL097W	trans-icos-2-enoyl-CoA
0	YJL097W	3-hydroxyicosanoyl-CoA
0	YJL097W	trans-tetradec-2-enoyl-CoA
0	YJL097W	(S)-3-hydroxytetradecanoyl-CoA
0	YJL097W	trans-hexacos-2-enoyl-CoA
0	YJL097W	(S)-3-hydroxyhexacosanoyl-CoA
0	YJL100W	ADP
0	YJL100W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)
0	YJL100W	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)
0	YJL100W	ATP
0	YJL100W	H+
0	YJL100W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)
0	YJL100W	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)
0	YJL100W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)
0	YJL100W	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)
0	YJL100W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)
0	YJL100W	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)
0	YJL100W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)
0	YJL100W	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)
0	YJL100W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)
0	YJL100W	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)
0	YJL100W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)
0	YJL100W	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)
0	YJL100W	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)
0	YJL100W	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)
0	YJL101C	phosphate
0	YJL101C	ADP
0	YJL101C	L-gamma-glutamyl-L-cysteine
0	YJL101C	H+
0	YJL101C	L-cysteine
0	YJL101C	L-glutamate
0	YJL101C	ATP
0	YJL121C	D-xylulose 5-phosphate
0	YJL121C	D-ribulose 5-phosphate
0	YJL126W	2-oxoglutarate
0	YJL126W	L-cysteinylglycine
0	YJL126W	H2O
0	YJL126W	N-(4-oxoglutarate)-L-cysteinylglycine
0	YJL129C	H+
0	YJL129C	potassium
0	YJL130C	H+
0	YJL130C	N-carbamoyl-L-aspartate
0	YJL130C	phosphate
0	YJL130C	L-aspartate
0	YJL130C	carbamoyl phosphate
0	YJL130C	ADP
0	YJL130C	L-glutamate
0	YJL130C	L-glutamine
0	YJL130C	bicarbonate
0	YJL130C	ATP
0	YJL130C	H2O
0	YJL133W	iron(2+)
0	YJL134W	sphinganine
0	YJL134W	phosphate
0	YJL134W	sphinganine 1-phosphate
0	YJL134W	H2O
0	YJL134W	phytosphingosine
0	YJL134W	phytosphingosine 1-phosphate
0	YJL137C	H+
0	YJL137C	UDP
0	YJL137C	glycogen
0	YJL137C	UDP-D-glucose
0	YJL139C	GDP
0	YJL139C	alpha-D-mannosyl-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol
0	YJL139C	GDP-alpha-D-mannose
0	YJL139C	H+
0	YJL139C	beta-D-mannosyldiacetylchitobiosyldiphosphodolichol
0	YJL153C	1D-myo-inositol 1-phosphate
0	YJL153C	D-glucose 6-phosphate
0	YJL155C	phosphate
0	YJL155C	D-fructose 6-phosphate
0	YJL155C	H2O
0	YJL155C	beta-D-fructose 2,6-bisphosphate
0	YJL166W	ubiquinone-6
0	YJL166W	H+
0	YJL166W	ferrocytochrome c
0	YJL166W	ubiquinol-6
0	YJL166W	ferricytochrome c
0	YJL167W	diphosphate
0	YJL167W	farnesyl diphosphate
0	YJL167W	geranyl diphosphate
0	YJL167W	isopentenyl diphosphate
0	YJL167W	prenyl diphosphate(3-)
0	YJL168C	N6-methyl-L-lysine-[histone]
0	YJL168C	H+
0	YJL168C	S-adenosyl-L-homocysteine
0	YJL168C	S-adenosyl-L-methionine
0	YJL168C	L-lysine-[histone]
0	YJL196C	carbon dioxide
0	YJL196C	coenzyme A
0	YJL196C	3-oxotetradecanoyl-CoA
0	YJL196C	malonyl-CoA
0	YJL196C	lauroyl-CoA
0	YJL196C	H+
0	YJL196C	3-oxopalmitoyl-CoA
0	YJL196C	myristoyl-CoA
0	YJL198W	phosphate
0	YJL198W	H+
0	YJL200C	homoisocitrate
0	YJL200C	but-1-ene-1,2,4-tricarboxylic acid
0	YJL200C	H2O
0	YJL200C	isocitrate
0	YJL200C	citrate
0	YJL212C	glutathione disulfide
0	YJL212C	glutathione
0	YJL214W	L-sorbose
0	YJL214W	H+
0	YJL214W	D-mannose
0	YJL214W	D-fructose
0	YJL214W	D-glucose
0	YJL214W	D-tagatose
0	YJL216C	D-glucose
0	YJL216C	maltose
0	YJL216C	H2O
0	YJL219W	L-sorbose
0	YJL219W	H+
0	YJL219W	D-mannose
0	YJL219W	D-fructose
0	YJL219W	D-tagatose
0	YJL219W	D-glucose
0	YJL219W	D-galactose
0	YJL221C	D-glucose
0	YJL221C	maltose
0	YJL221C	H2O
0	YJR001W	H+
0	YJR001W	L-tyrosine
0	YJR001W	L-asparagine
0	YJR001W	L-isoleucine
0	YJR001W	L-leucine
0	YJR001W	L-glutamine
0	YJR009C	NADH
0	YJR009C	H+
0	YJR009C	1,3-bisphospho-D-glycerate
0	YJR009C	phosphate
0	YJR009C	glyceraldehyde 3-phosphate
0	YJR009C	NAD
0	YJR010W	5'-adenylyl sulfate
0	YJR010W	diphosphate
0	YJR010W	sulphate
0	YJR010W	H+
0	YJR010W	ATP
0	YJR013W	dolichyl phosphate
0	YJR013W	6-O-[alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl]-O-acyl-1-phosphatidyl-1D-myo-inositol
0	YJR013W	dolichyl D-mannosyl phosphate
0	YJR013W	6-(alpha-D-glucosaminyl)-O-acyl-1-phosphatidyl-1D-myo-inositol
0	YJR016C	H2O
0	YJR016C	(S)-3-methyl-2-oxopentanoate
0	YJR016C	(2R,3R)-2,3-dihydroxy-3-methylpentanoate
0	YJR016C	3-methyl-2-oxobutanoate
0	YJR016C	(R)-2,3-dihydroxy-3-methylbutanoate
0	YJR019C	hexanoate
0	YJR019C	coenzyme A
0	YJR019C	H+
0	YJR019C	H2O
0	YJR019C	hexanoyl-CoA
0	YJR019C	butyrate
0	YJR019C	butanoyl-CoA
0	YJR019C	palmitoleate
0	YJR019C	palmitoleoyl-CoA(4-)
